idx,name,smiles,score,mw,status,pdbqt
1735,D7800,c1cc(C2CCCCC2)ccc1Oc1nc(N2CCOCC2)nc(N2CCOCC2)n1,0.76281977,425.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/1735.pdbqt
7479,L6020,CN(C)c1nc(N)nc(N)n1,0.76235974,154.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7479.pdbqt
5676,D7800,Cn1ncc2c(Nc3ccc(F)cc3)nc(N3CCN(c4ccc(F)cc4)CC3)nc21,0.7583757,421.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5676.pdbqt
6778,D7800,Cc1nn(-c2ccc3nnc(C)n3n2)c(C)c1CCC(=O)Nc1ccc(OC(F)(F)F)cc1,0.7551713,459.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6778.pdbqt
7318,D7800,Cc1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)c(C)c1,0.7542829,366.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7318.pdbqt
6116,D7800,Cc1nnc(N2CCN(C(=O)Nc3cccc(C(F)(F)F)c3)CC2)c2nn(-c3ccccc3)c(C)c12,0.75310075,495.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6116.pdbqt
6853,D7800,CC1=C(C(=O)Nc2cccnc2)C(c2cccnc2)n2ncnc2N1,0.75295895,333.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6853.pdbqt
5918,D7800,CCn1nnc2cc(C(=O)Nc3cccc(Cl)c3)ccc21,0.75205207,300.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5918.pdbqt
5915,D7800,Cn1nnc2cc(C(=O)Nc3ccc(Cl)cc3)ccc21,0.7493073,286.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5915.pdbqt
6227,D7800,Cc1cccc(NC(=O)CCc2c(C)nn(-c3ccc(N4CCOCC4)nn3)c2C)c1,0.74918497,420.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6227.pdbqt
365,D7800,CC1=C(C(=O)Nc2ccccn2)C(c2ccc(Br)cc2)NC(=S)N1,0.7489777,403.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/365.pdbqt
5674,D7800,CCCNc1nc(Nc2ccc(C)c(Cl)c2)c2cnn(C)c2n1,0.748203,330.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5674.pdbqt
5743,D7800,Cc1ccc(NC(=O)c2ccc(CN3C(=O)CCn4nc(C)cc43)cc2)c(Cl)c1,0.7472579,408.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5743.pdbqt
7321,D7800,Cc1ccc(Cl)cc1-n1ncc2c(Nc3ccc4c(c3)OCCO4)ncnc21,0.7471804,393.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7321.pdbqt
6115,D7800,Cc1ccc(NC(=O)N2CCN(c3nnc(C)c4c(C)n(-c5ccccc5)nc34)CC2)cc1Cl,0.74570525,476.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6115.pdbqt
6226,D7800,Cc1ccccc1NC(=O)CCc1c(C)nn(-c2ccc(N3CCOCC3)nn2)c1C,0.74508667,420.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6226.pdbqt
7333,D7800,Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccc(F)cc3)ncnc21,0.7448596,367.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7333.pdbqt
9427,L6020,N#Cc1c(N)nc(NC2CC2)nc1N,0.74437165,190.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/9427.pdbqt
10014,L6020,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.7427892,488.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/10014.pdbqt
5846,D7800,Cc1ccc(Cl)cc1N1CCN(C(=O)c2c(C)oc3ncnc(N4CCOCC4)c23)CC1,0.74276555,455.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5846.pdbqt
4458,D7800,Cc1ccc(-n2nc(C)c3c(C(F)(F)F)cc(-c4cccnc4)nc32)cc1C,0.7421177,382.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/4458.pdbqt
5675,D7800,Cn1ncc2c(Nc3ccc(F)cc3)nc(NCc3ccccc3)nc21,0.74210703,348.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5675.pdbqt
3215,D7800,Cc1nc2c(-c3ccc(F)cc3)c(C)nn2c(C)c1CCC(=O)Nc1ccc(F)cc1F,0.74120915,438.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3215.pdbqt
7327,D7800,Cc1ccc(-n2ncc3c(N4CCN(C)CC4)ncnc32)cc1C,0.7390052,322.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7327.pdbqt
1056,D7800,Cc1ccc(Nc2nc(N)nc(CSC(=S)N3CCOCC3)n2)c(C)c1,0.73867,390.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/1056.pdbqt
7127,L6020,Cn1cc2cc(C(F)(F)c3nnc4ccc(-c5cnn(C6CC6)c5)nn34)c(F)cc2n1,0.7372018,424.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7127.pdbqt
17049,L6020,CC(O)C12OC3=CC4=C(CC(=O)OC4(C)C)C(CO)=C4CC5(C)C(=O)OC(O1)C5C2C34C,0.7367793,444.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/17049.pdbqt
6011,L6020,O=C1OC(=O)C2C3CCC(O3)C12,0.73657477,168.1,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6011.pdbqt
7331,D7800,Cc1ccc(-n2ncc3c(N4CCN(C)CC4)ncnc32)cc1Cl,0.73515236,342.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7331.pdbqt
14367,L6020,CC1(C)OC(=O)C=C2C1=CC1OC(=O)C34COC5(C)C(=O)C6(C)CC(C2(C)OC63C5=O)C14C,0.7342297,454.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/14367.pdbqt
5787,D7800,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)Nc3ccc(F)cc3)cc12,0.7340503,393.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5787.pdbqt
7301,D7800,CC(=O)Nc1ccc(Nc2ncnc3c2c(-c2ccccc2)cn3-c2ccc(C)c(Cl)c2)cc1,0.7337796,468.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7301.pdbqt
7406,L6020,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.7316755,446.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7406.pdbqt
9675,L6020,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0.7290083,291.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/9675.pdbqt
8117,D7800,Cc1nnc2ccc(N3CCOCC3)nn12,0.72889835,219.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/8117.pdbqt
2120,D7800,CCN1CCN(c2cc(C)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3n2)CC1,0.72859687,442.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/2120.pdbqt
12592,L6020,NC(=O)C1=CC2C3C=CC2C(OC3=O)O1,0.72828346,207.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/12592.pdbqt
15379,L6020,C=C1C2(C)CC3C4(C)OC(C5OC56C4=CC(=O)OC6(C)C)C3(C)C13C(=O)OC(C)C3(O)C2=O,0.7281947,456.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/15379.pdbqt
7332,D7800,Cc1ccc(Cl)cc1-n1ncc2c(NC3CCCCC3)ncnc21,0.7277409,341.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7332.pdbqt
15843,L6020,C=C(C)C(=O)OC1CC2(C)OC(=CC2=O)C(=C)CC2OC(=O)C(=C)C12,0.7270266,344.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/15843.pdbqt
6219,D7800,Cc1nn(-c2ccc(N3CCCC3)nn2)c(C)c1CCC(=O)Nc1ccc(F)c(Cl)c1,0.7264803,442.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6219.pdbqt
6229,D7800,CCOc1ccc(CNC(=O)CCc2c(C)nn(-c3ccc(N4CCOCC4)nn3)c2C)cc1,0.7254201,464.6,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6229.pdbqt
2215,D7800,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(=O)CCCn1nc([N+](=O)[O-])c(Cl)c1C,0.72536254,465.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/2215.pdbqt
7334,D7800,CCc1ccc(Nc2ncnc3c2cnn3-c2cc(Cl)ccc2C)cc1,0.7244934,363.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7334.pdbqt
5851,D7800,Cc1ccc(C)c(N2CCN(C(=O)c3c(C)oc4nc(C)nc(N5CCOCC5)c34)CC2)c1,0.72397316,449.6,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5851.pdbqt
9076,L6020,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.7237658,306.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/9076.pdbqt
7299,D7800,Cc1ccc(CNc2ncnc3c2cnn3-c2ccc(Cl)cc2)cc1,0.72366726,349.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7299.pdbqt
5920,D7800,CCc1ccc(NC(=O)c2ccc3c(c2)nnn3CC)cc1,0.72318405,294.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5920.pdbqt
13222,L6020,C=CC(C)(C)C12Nc3c(ccc4c3OC(C)(C)C=C4)C1(O)CC1C(=O)N3CCCC3C(=O)N12,0.72295177,449.6,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/13222.pdbqt
3195,D7800,CCc1ccc(NC(=O)C2CCN(c3cc(C)nc4c(-c5ccc(Cl)cc5)c(C)nn34)CC2)cc1,0.7221489,488.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3195.pdbqt
5850,D7800,Cc1nc(N2CCOCC2)c2c(C(=O)N3CCN(c4cccc(C)c4C)CC3)c(C)oc2n1,0.7211221,449.6,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5850.pdbqt
7074,D7800,CCOC(=O)c1cnn(-c2ccc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2)c1N,0.720545,434.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7074.pdbqt
7336,D7800,CC(=O)c1ccc(N2CCN(c3ncnc4c3cnn4-c3cc(Cl)ccc3C)CC2)cc1,0.7200578,446.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7336.pdbqt
1035,D7800,CC1=C(C(=O)Nc2cccnc2)C(c2ccc(C(C)C)cc2)n2ncnc2N1,0.7199139,374.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/1035.pdbqt
6218,D7800,Cc1ccc(C)c(N2CCN(C(=O)CCc3c(C)nn(-c4ccc(N5CCCC5)nn4)c3C)CC2)c1,0.7183101,487.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6218.pdbqt
3447,D7800,Cc1ccc(Cl)cc1N1CCN(CCCNc2ncnc3onc(-c4ccc(Cl)cc4)c23)CC1,0.71600693,497.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3447.pdbqt
6240,D7800,Cc1oc2c(c1C(=O)Nc1ccc(F)c(F)c1)C1=NCCN1C=N2,0.71576136,330.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6240.pdbqt
267,L6020,C=C1C2(C)OC(=O)C34OC2C2=C(CO)C5(CCC2(C)C13C(=O)OC4C)C(O)CC(=O)OC5(C)C,0.7155472,474.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/267.pdbqt
5852,D7800,Cc1ccc(CNC(=O)c2c(C)oc3nc(C)nc(N4CCOCC4)c23)cc1,0.7148775,380.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5852.pdbqt
833,D7800,Cc1ccc2nc3c(cc(C(=O)NCC4CCCO4)c(=N)n3CC3CCCO3)c(=O)n2c1,0.7147926,437.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/833.pdbqt
627,D7800,CC1=C(C(=O)Nc2ccccc2Cl)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.7146085,386.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/627.pdbqt
13727,L6020,C=C1C(=O)OC2C(OC(=O)C=C(C)C)C(C)=C3C(=O)C=C(C)C3C(O)C12,0.7140106,358.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/13727.pdbqt
5894,D7800,Cc1ccc(NC(=O)C2CCCN(c3ncnc4onc(C)c34)C2)cc1Cl,0.71336824,385.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5894.pdbqt
7018,D7800,CC(=O)N1CCN(C(=O)C(=O)Nc2c3c(nn2-c2ccc(Cl)cc2)CSC3)CC1,0.71242124,433.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7018.pdbqt
3633,D7800,O=C(Cn1ncc2c1-c1ccccc1OC2)Nc1ccc(Cl)cn1,0.7121775,340.8,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3633.pdbqt
5538,D7800,Cc1cc(Nc2cccc(Cl)c2)nc2ccc(NC(=O)Cc3c(F)cccc3Cl)cc12,0.7120505,454.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5538.pdbqt
5781,D7800,Cc1ccc(CNc2ncnc3onc(-c4ccc(F)cc4)c23)cc1,0.71184117,334.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5781.pdbqt
14672,L6020,CC1=C2CC3OC3(C)CCC3OC3(C)CC2OC1=O,0.71172273,264.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/14672.pdbqt
5805,D7800,Cc1ccc(C)c(N2CCN(CCCNc3ncnc4onc(-c5ccc(Cl)cc5)c34)CC2)c1,0.7115613,477.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5805.pdbqt
6224,D7800,COc1ccc(CNC(=O)CCc2c(C)nn(-c3ccc(N4CCOCC4)nn3)c2C)cc1,0.7113279,450.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6224.pdbqt
6445,D7800,CCn1nc(C)c(CCN(C)C(=O)Nc2cc(Cl)ccc2C)c1C,0.71054137,348.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/6445.pdbqt
14675,L6020,CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C3(O)CC34NC(=O)C5(CCCN5C3=O)CC4C2(C)C)O1,0.7100952,463.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/14675.pdbqt
1646,D7800,Cn1c2c(c(=O)n(C)c1=O)CN(CCN1CCNCC1)CN2,0.7100874,308.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/1646.pdbqt
8086,D7800,N=c1c(C(=O)NCCN2CCOCC2)cc2c(=O)n3ccccc3nc2n1Cc1ccc(F)cc1,0.7100524,476.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/8086.pdbqt
7328,D7800,Cc1ccc(-n2ncc3c(NCCC4=CCCCC4)ncnc32)cc1C,0.7091921,347.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7328.pdbqt
5748,D7800,Cc1ccc(-n2nc3c(N4CCC(C(=O)NCCc5ccco5)CC4)nnc(C)c3c2C)cc1,0.7089488,458.6,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5748.pdbqt
13483,L6020,CC1OC2OC(=O)C3(C)CC4C5(CO5)C5=CC(=O)OC(C)(C)C5=CC(=O)C4(C)C(C1=O)C23,0.708725,442.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/13483.pdbqt
17753,L6020,C=C(C)C(=O)OC1CC(C)=C2C(=O)C=C(C)C2C2OC(=O)C(C)(OC(=O)C(=C)C)C12,0.70860636,414.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/17753.pdbqt
3224,D7800,Cc1nc2cc(-c3cccc(F)c3)nn2c(C)c1CCC(=O)N1CCN(c2ccc(F)cc2)CC1,0.70844144,475.5,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3224.pdbqt
16865,L6020,C=C1C(=O)OC2CC3(C)OC3CCC3(C)OC3CC12,0.7083068,264.3,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/16865.pdbqt
5738,D7800,Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccc(Cl)cc4)nc(C)c3c2C)cc1,0.70813686,464.0,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5738.pdbqt
15380,L6020,C/C=C/C1OC2=C(C(=O)OC2(C)O)C(O)C1O,0.70774424,242.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/15380.pdbqt
5606,D7800,CCOC(=O)C1=C(CN2CCN(C)CC2)NC(=O)NC1c1ccc(F)cc1,0.7062454,376.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/5606.pdbqt
12309,L6020,CCC1=C(C)C(=O)C23OC(=O)CC(C)C4(O2)C(OC)=CC(=O)C4(O)C13C,0.7057289,362.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/12309.pdbqt
4978,L6020,CC1OCC23CC4(O)C(=O)N5CCC(=C5C14)OCCCOC(=O)C2(C)O3,0.705666,365.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/4978.pdbqt
3248,D7800,CSc1ccc(CCNC(=O)CCc2c(C)nc3c(c(C)nn3-c3ccc(C)c(C)c3)c2C)cc1,0.7027339,486.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/3248.pdbqt
551,L6020,C=C1C2OC(O)C3C1CC(O)C3(C)O2,0.7023027,198.2,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/551.pdbqt
626,D7800,CC1=C(C(=O)Nc2ccccc2Cl)C(c2cccc(Br)c2)NC(=O)N1,0.7022336,420.7,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/626.pdbqt
2851,D7800,Cc1ccc(-n2nc(-c3ccc(F)cc3)c3cnc4cc5c(cc4c32)OCO5)cc1C,0.70182943,411.4,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/2851.pdbqt
7320,D7800,Fc1ccc(-n2ncc3c(Nc4ccc(Oc5ccc(Cl)cc5)cc4)ncnc32)cc1,0.7018196,431.9,ok,/root/disk1/senchenliu/MSFP/final/phase25_snd1_docking/ligands/ensemble/7320.pdbqt
